id,lang,text,label
3283,en,modi resign modis vaccine jumla remove modi save the nation modi resign or cancel it farmers vs modi virus agriculture laws next pandemic farmers protest no farmers no food boycott godimedia shame on you godi media never raise issue with jumla party you are equal,HOF
3284,en,such a sad situation for a democratic exercise in pandemic times it was not a good time to start and create chaos india covid crisis elections 2021 stay home stay safe,NOT
3285,en,this is a lie jason millers prostitute is probably dead,NOT
3286,en,election commission and governor were responsible till yesterday do not fool people pm modi resign modi resign,HOF
3287,en,spineless bjp spineless bjp brutal mamata bengal violence bengal burning situation but hindu lives matter losing hope in modi not being able to help his workers is a shame modis silence is an indirect support to this crime spineless modi murder mamta banerjee,HOF
3288,en,the problem is not the bengal fire the problem is that many fools still think that the early 2000 riots were justified and people are calling the killing of innocent people an act of cowardice god save us from these intellectually bankrupt people,HOF
3289,en,i am angry because they said if you have to wait a little longer you will probably recover no in fact if i do not get a covid vaccine booster i probably will not recover i will patiently wait 105112 days which is 82 days longer than the reasonable time that is all ontario,NOT
3290,en,ask a prostitute,HOF
3291,en,i like really boring and frustrating things,HOF
3292,en,i do not comply with the covid 19 covid vaccine madness,NOT
3293,en,it is a friendly reminder that you raised the generation you complain about,HOF
3294,en,bloody science is amazing i really hope you do not have to wait too long x,HOF
3295,en,motherfucker i want to do all this to win something you traitor,HOF
3296,en,you give off great sub energy but i want you to fuck me with a strap on honestly i can do that,NOT
3297,en,modiji should resign the new normal is that we are hearing news of our friends colleagues near and dear ones getting affected by covid it is sad to know that the number of deaths is increasing tests are being reduced to suppress the numbers what are the governments trying to achieve,NOT
3298,en,kill it again look resign pmmodi,NOT
3299,en,when will the law recognize that the law abuses people chf caids garbage police were just blocking my way on the street and harassing me in the parking lot your desperate masturbator rick steroids ostrovsky mike little penis mure,HOF
3300,en,remove the covid 19 vaccine patent now before more people die needlessly this heartless world is even more heartbreaking during a worldwide pandemic india covid crisis india needs oxygen,NOT
3301,en,just like oh my god do not donate 1000 to techno when you can donate to charities that actually help people,NOT
3302,en,this is dangerous to our national security,HOF
3303,en,are opposed to supporting the covid vaccine ip exemption and currently on the fence s ngozi and gt50 others support it it is not all that simple see good arguments on both sides below fantastic micro analysis overall i am for it,NOT
3304,en,i painted my nails black now i think i am the baddest bitch,HOF
3305,en,sir china is our biggest enemy sir we do not want any kind of relationship with china just because of chinese virus we lost more than 2 lakh people and even in galwan valley we lost 20 of our soldiers because of this evil china sir we hate china kill china,NOT
3306,en,how shameful when citizens are dying bjp mps are doing back marketing modi should resign modi should resign modis vaccine slogan,NOT
3307,en,i am always an asshole,HOF
3308,en,bloody hell how horrible hope you are all well,HOF
3309,en,now if you think the bully engages in hurtful behavior out of fear and you feel compelled to offer friendship then that is great if it turns out the bully hurts people because they like it then you actually have a moral obligation to your community to fire that motherfucker,HOF
3310,en,the new parliament house will be a dirty building compared to the old grand parliament house,HOF
3311,en,we are in a worse situation than iraq imagine our health minister sitting in his chair planning the next pr move while thousands of people are dying in front of him every day harshvardhan resign modi resign pm modi resign pm modi resign,HOF
3312,en,what is happening bengal is burning come let us protest against this neonazi violence,HOF
3313,en,cancel 12th board exam 2021 pm modi resign hundreds of indian citizens are dying every day because of your overconfidence and ignorance and now you are ignoring lakhs of students appeal to cancel the exam every day,HOF
